STT,Biệt dược,SĐK,Hoạt chất,Chỉ định nguồn,Thuật ngữ gợi ý,Mã ICD-10,Tên ICD-10 chính thức,Cảnh báo mã
38,Biseptol 480,VN-23059-22,Sulfamethoxazol + trimethoprim,"Nhiễm khuẩn tiết niệu, hô hấp chọn lọc, da do MRSA cộng đồng, tiêu hóa | điều trị/dự phòng Pneumocystis; nocardiosis",Nocardiosis,A43.9,"Bệnh do nhiễm nocardia, không xác định",
39,Bisoprolol 5mg,VN-22178-19,Bisoprolol,Tăng huyết áp | đau thắt ngực; suy tim mạn ổn định,Tăng huyết áp,I10,Bệnh tăng huyết áp vô căn (nguyên phát),
39,Bisoprolol 5mg,VN-22178-19,Bisoprolol,Tăng huyết áp | đau thắt ngực; suy tim mạn ổn định,Đau thắt ngực,I20.9,"Cơn đau thắt ngực, không xác định",
39,Bisoprolol 5mg,VN-22178-19,Bisoprolol,Tăng huyết áp | đau thắt ngực; suy tim mạn ổn định,Suy tim,I50.9,"Suy tim, không xác định",
40,Bivelox I.V 5mg/ml,VD-33728-19,Levofloxacin,"Viêm phổi cộng đồng/bệnh viện, nhiễm khuẩn tiết niệu-phức tạp, viêm bể thận, da-mô mềm và một số nhiễm khuẩn do vi khuẩn nhạy cảm",Viêm phổi,J18.9,"Viêm phổi, không xác định",
40,Bivelox I.V 5mg/ml,VD-33728-19,Levofloxacin,"Viêm phổi cộng đồng/bệnh viện, nhiễm khuẩn tiết niệu-phức tạp, viêm bể thận, da-mô mềm và một số nhiễm khuẩn do vi khuẩn nhạy cảm",Nhiễm khuẩn tiết niệu,N39.0,"Nhiễm trùng đường tiết niệu, vị trí không xác định",
40,Bivelox I.V 5mg/ml,VD-33728-19,Levofloxacin,"Viêm phổi cộng đồng/bệnh viện, nhiễm khuẩn tiết niệu-phức tạp, viêm bể thận, da-mô mềm và một số nhiễm khuẩn do vi khuẩn nhạy cảm",Viêm bể thận,N10,Viêm ống thận mô kẽ cấp tính,
40,Bivelox I.V 5mg/ml,VD-33728-19,Levofloxacin,"Viêm phổi cộng đồng/bệnh viện, nhiễm khuẩn tiết niệu-phức tạp, viêm bể thận, da-mô mềm và một số nhiễm khuẩn do vi khuẩn nhạy cảm",Nhiễm khuẩn da và mô mềm,L08.9,"Nhiễm trùng khu trú ở da và/hoặc mô dưới da, không xác định",
41,Bổ phế trị ho,VD-33929-19,Bài thuốc bổ phế trị ho phối hợp dược liệu,"Điều trị/hỗ trợ ho, đau rát họng, khàn tiếng, viêm đường hô hấp trên theo y học cổ truyền",Nhiễm khuẩn hô hấp trên,J06.9,"Nhiễm trùng đường hô hấp trên cấp tính, không xác định",
41,Bổ phế trị ho,VD-33929-19,Bài thuốc bổ phế trị ho phối hợp dược liệu,"Điều trị/hỗ trợ ho, đau rát họng, khàn tiếng, viêm đường hô hấp trên theo y học cổ truyền",Viêm họng,J02.9,"Viêm họng cấp tính, không xác định",
41,Bổ phế trị ho,VD-33929-19,Bài thuốc bổ phế trị ho phối hợp dược liệu,"Điều trị/hỗ trợ ho, đau rát họng, khàn tiếng, viêm đường hô hấp trên theo y học cổ truyền",Ho,R05,Ho,
41,Bổ phế trị ho,VD-33929-19,Bài thuốc bổ phế trị ho phối hợp dược liệu,"Điều trị/hỗ trợ ho, đau rát họng, khàn tiếng, viêm đường hô hấp trên theo y học cổ truyền",Khàn tiếng,R49.0,Rối loạn phát âm,
42,Bocartin 150,893114122725,Carboplatin,"Ung thư buồng trứng, phổi và các ung thư nhạy cảm platinum theo phác đồ chuyên khoa",Bệnh ác tính/ung thư khác,C80.9,"U ác tính, vị trí nguyên phát không xác định",
43,Bolabio - TTKN 25,893400306424,Saccharomyces boulardii,"Hỗ trợ phòng/điều trị tiêu chảy liên quan kháng sinh, tiêu chảy cấp và tiêu chảy du lịch",Tiêu chảy,A09,Viêm dạ dày - ruột và/hoặc đại tràng do nhiễm trùng và/hoặc không xác định căn nguyên,Có mã 4/5 ký tự cụ thể hơn
44,Bredomax 300,VD-23652-15,Fenofibrat,Tăng triglycerid nặng; rối loạn lipid hỗn hợp khi statin không đủ hoặc không phù hợp,Tăng triglycerid máu,E78.1,Tăng triglycerid máu đơn thuần,
44,Bredomax 300,VD-23652-15,Fenofibrat,Tăng triglycerid nặng; rối loạn lipid hỗn hợp khi statin không đủ hoặc không phù hợp,Rối loạn lipid máu hỗn hợp,E78.2,Tăng lipid máu hỗn hợp,
45,Calci clorid,VD-24898-16,Calci clorid,Hạ calci máu có triệu chứng; tăng kali máu có biến đổi ECG; ngộ độc thuốc chẹn kênh calci; hồi sức chọn lọc,Tăng kali máu,E87.5,Tăng kali máu,
45,Calci clorid,VD-24898-16,Calci clorid,Hạ calci máu có triệu chứng; tăng kali máu có biến đổi ECG; ngộ độc thuốc chẹn kênh calci; hồi sức chọn lọc,Rối loạn calci máu,E83.5,Rối loạn chuyển hóa calci,
45,Calci clorid,VD-24898-16,Calci clorid,Hạ calci máu có triệu chứng; tăng kali máu có biến đổi ECG; ngộ độc thuốc chẹn kênh calci; hồi sức chọn lọc,Ngộ độc thuốc chẹn kênh calci,T46.1,Ngộ độc thuốc chẹn kênh canxi,
46,Cammic,VD-23729-15,Acid tranexamic,"Kiểm soát hoặc dự phòng chảy máu do tăng tiêu fibrin; xuất huyết chấn thương, phẫu thuật, sản khoa hoặc rong kinh theo chỉ định",Rong kinh,N92.0,Kinh nguyệt quá nhiều và/hoặc thường xuyên với chu kỳ đều,Mã chỉ/chủ yếu ở nữ
46,Cammic,VD-23729-15,Acid tranexamic,"Kiểm soát hoặc dự phòng chảy máu do tăng tiêu fibrin; xuất huyết chấn thương, phẫu thuật, sản khoa hoặc rong kinh theo chỉ định",Chảy máu/xuất huyết,R58,"Xuất huyết, không phân loại mục khác",
47,"Candesartan Plus 8/12,5",893110027124,Candesartan + hydroclorothiazid,Điều trị tăng huyết áp không kiểm soát đầy đủ bằng candesartan hoặc hydroclorothiazid đơn trị,Tăng huyết áp,I10,Bệnh tăng huyết áp vô căn (nguyên phát),
48,Canpaxel 250,893114229123,Paclitaxel,"Ung thư vú, buồng trứng, phổi và nhiều ung thư đặc theo phác đồ",Ung thư vú,C50.9,"U ác tính ở vú, không xác định",
48,Canpaxel 250,893114229123,Paclitaxel,"Ung thư vú, buồng trứng, phổi và nhiều ung thư đặc theo phác đồ",Bệnh ác tính/ung thư khác,C80.9,"U ác tính, vị trí nguyên phát không xác định",
49,Cebest,VD-28341-17,Cefpodoxim,"Nhiễm khuẩn hô hấp, tai-mũi-họng, tiết niệu, da-mô mềm hoặc lậu không biến chứng do vi khuẩn nhạy cảm",Nhiễm khuẩn hô hấp trên,J06.9,"Nhiễm trùng đường hô hấp trên cấp tính, không xác định",
49,Cebest,VD-28341-17,Cefpodoxim,"Nhiễm khuẩn hô hấp, tai-mũi-họng, tiết niệu, da-mô mềm hoặc lậu không biến chứng do vi khuẩn nhạy cảm","Nhiễm khuẩn hô hấp dưới, chưa xác định vị trí",J22,Nhiễm trùng hô hấp dưới cấp tính không xác định,
49,Cebest,VD-28341-17,Cefpodoxim,"Nhiễm khuẩn hô hấp, tai-mũi-họng, tiết niệu, da-mô mềm hoặc lậu không biến chứng do vi khuẩn nhạy cảm",Nhiễm khuẩn tiết niệu,N39.0,"Nhiễm trùng đường tiết niệu, vị trí không xác định",
49,Cebest,VD-28341-17,Cefpodoxim,"Nhiễm khuẩn hô hấp, tai-mũi-họng, tiết niệu, da-mô mềm hoặc lậu không biến chứng do vi khuẩn nhạy cảm",Nhiễm khuẩn da và mô mềm,L08.9,"Nhiễm trùng khu trú ở da và/hoặc mô dưới da, không xác định",
49,Cebest,VD-28341-17,Cefpodoxim,"Nhiễm khuẩn hô hấp, tai-mũi-họng, tiết niệu, da-mô mềm hoặc lậu không biến chứng do vi khuẩn nhạy cảm",Lậu,A54.9,"Bệnh lậu, không xác định",
50,Cefixime STADA 200mg,VD-35469-21,Cefixim,"Nhiễm khuẩn đường hô hấp, tai-mũi-họng và tiết niệu không biến chứng do vi khuẩn nhạy cảm; lậu không biến chứng khi phác đồ cho phép",Nhiễm khuẩn hô hấp trên,J06.9,"Nhiễm trùng đường hô hấp trên cấp tính, không xác định",
50,Cefixime STADA 200mg,VD-35469-21,Cefixim,"Nhiễm khuẩn đường hô hấp, tai-mũi-họng và tiết niệu không biến chứng do vi khuẩn nhạy cảm; lậu không biến chứng khi phác đồ cho phép",Nhiễm khuẩn tiết niệu,N39.0,"Nhiễm trùng đường tiết niệu, vị trí không xác định",
50,Cefixime STADA 200mg,VD-35469-21,Cefixim,"Nhiễm khuẩn đường hô hấp, tai-mũi-họng và tiết niệu không biến chứng do vi khuẩn nhạy cảm; lậu không biến chứng khi phác đồ cho phép",Lậu,A54.9,"Bệnh lậu, không xác định",
51,Cefoperazone 1000,VD-35037-21,Cefoperazon,"Nhiễm khuẩn hô hấp, tiết niệu, ổ bụng, mật, da-mô mềm, huyết và phụ khoa do vi khuẩn nhạy cảm","Nhiễm khuẩn hô hấp dưới, chưa xác định vị trí",J22,Nhiễm trùng hô hấp dưới cấp tính không xác định,
51,Cefoperazone 1000,VD-35037-21,Cefoperazon,"Nhiễm khuẩn hô hấp, tiết niệu, ổ bụng, mật, da-mô mềm, huyết và phụ khoa do vi khuẩn nhạy cảm",Viêm phúc mạc/nhiễm khuẩn ổ bụng,K65.9,"Viêm phúc mạc, không xác định",
51,Cefoperazone 1000,VD-35037-21,Cefoperazon,"Nhiễm khuẩn hô hấp, tiết niệu, ổ bụng, mật, da-mô mềm, huyết và phụ khoa do vi khuẩn nhạy cảm",Nhiễm khuẩn tiết niệu,N39.0,"Nhiễm trùng đường tiết niệu, vị trí không xác định",
51,Cefoperazone 1000,VD-35037-21,Cefoperazon,"Nhiễm khuẩn hô hấp, tiết niệu, ổ bụng, mật, da-mô mềm, huyết và phụ khoa do vi khuẩn nhạy cảm",Viêm vùng chậu/phụ khoa,N73.9,"Bệnh viêm tiểu khung ở nữ giới, không xác định",Mã chỉ/chủ yếu ở nữ
51,Cefoperazone 1000,VD-35037-21,Cefoperazon,"Nhiễm khuẩn hô hấp, tiết niệu, ổ bụng, mật, da-mô mềm, huyết và phụ khoa do vi khuẩn nhạy cảm",Nhiễm khuẩn huyết,A41.9,"Nhiễm trùng hệ thống, không xác định",
51,Cefoperazone 1000,VD-35037-21,Cefoperazon,"Nhiễm khuẩn hô hấp, tiết niệu, ổ bụng, mật, da-mô mềm, huyết và phụ khoa do vi khuẩn nhạy cảm",Nhiễm khuẩn da và mô mềm,L08.9,"Nhiễm trùng khu trú ở da và/hoặc mô dưới da, không xác định",
51,Cefoperazone 1000,VD-35037-21,Cefoperazon,"Nhiễm khuẩn hô hấp, tiết niệu, ổ bụng, mật, da-mô mềm, huyết và phụ khoa do vi khuẩn nhạy cảm",Nhiễm khuẩn/viêm đường mật,K83.0,Viêm đường mật,
52,Ceftazidime 1000,VD-19012-13,Ceftazidim,"Nhiễm khuẩn nặng do vi khuẩn Gram âm, đặc biệt Pseudomonas: viêm phổi bệnh viện, tiết niệu, huyết, ổ bụng, da-mô mềm, xương khớp và viêm màng não",Viêm phổi,J18.9,"Viêm phổi, không xác định",
52,Ceftazidime 1000,VD-19012-13,Ceftazidim,"Nhiễm khuẩn nặng do vi khuẩn Gram âm, đặc biệt Pseudomonas: viêm phổi bệnh viện, tiết niệu, huyết, ổ bụng, da-mô mềm, xương khớp và viêm màng não",Viêm xương tủy,M86.9,"Viêm xương tủy, không xác định",Có mã 4/5 ký tự cụ thể hơn
52,Ceftazidime 1000,VD-19012-13,Ceftazidim,"Nhiễm khuẩn nặng do vi khuẩn Gram âm, đặc biệt Pseudomonas: viêm phổi bệnh viện, tiết niệu, huyết, ổ bụng, da-mô mềm, xương khớp và viêm màng não",Viêm phúc mạc/nhiễm khuẩn ổ bụng,K65.9,"Viêm phúc mạc, không xác định",
52,Ceftazidime 1000,VD-19012-13,Ceftazidim,"Nhiễm khuẩn nặng do vi khuẩn Gram âm, đặc biệt Pseudomonas: viêm phổi bệnh viện, tiết niệu, huyết, ổ bụng, da-mô mềm, xương khớp và viêm màng não",Nhiễm khuẩn tiết niệu,N39.0,"Nhiễm trùng đường tiết niệu, vị trí không xác định",
52,Ceftazidime 1000,VD-19012-13,Ceftazidim,"Nhiễm khuẩn nặng do vi khuẩn Gram âm, đặc biệt Pseudomonas: viêm phổi bệnh viện, tiết niệu, huyết, ổ bụng, da-mô mềm, xương khớp và viêm màng não",Nhiễm khuẩn huyết,A41.9,"Nhiễm trùng hệ thống, không xác định",
52,Ceftazidime 1000,VD-19012-13,Ceftazidim,"Nhiễm khuẩn nặng do vi khuẩn Gram âm, đặc biệt Pseudomonas: viêm phổi bệnh viện, tiết niệu, huyết, ổ bụng, da-mô mềm, xương khớp và viêm màng não",Nhiễm khuẩn da và mô mềm,L08.9,"Nhiễm trùng khu trú ở da và/hoặc mô dưới da, không xác định",
52,Ceftazidime 1000,VD-19012-13,Ceftazidim,"Nhiễm khuẩn nặng do vi khuẩn Gram âm, đặc biệt Pseudomonas: viêm phổi bệnh viện, tiết niệu, huyết, ổ bụng, da-mô mềm, xương khớp và viêm màng não",Viêm màng não do vi khuẩn,G00.9,"Bệnh viêm màng não vi khuẩn, không xác định",
53,Ceginkton,VD-33689-19,Bạch quả + đinh lăng,"Hỗ trợ tuần hoàn não, giảm chóng mặt, đau đầu, suy giảm trí nhớ chức năng",Chóng mặt,R42,Hoa mắt và/hoặc chóng mặt,
53,Ceginkton,VD-33689-19,Bạch quả + đinh lăng,"Hỗ trợ tuần hoàn não, giảm chóng mặt, đau đầu, suy giảm trí nhớ chức năng",Suy giảm nhận thức,R41.8,Triệu chứng và dấu hiệu khác và/hoặc không xác định liên quan đến chức năng nhận thức và/hoặc nhận biết,
54,"Cepemid 1,5g",VD-21658-14,Imipenem + cilastatin,"Nhiễm khuẩn nặng, đa vi khuẩn hoặc Gram âm kháng thuốc: ổ bụng, hô hấp, tiết niệu, da-mô mềm, huyết",Viêm phúc mạc/nhiễm khuẩn ổ bụng,K65.9,"Viêm phúc mạc, không xác định",
54,"Cepemid 1,5g",VD-21658-14,Imipenem + cilastatin,"Nhiễm khuẩn nặng, đa vi khuẩn hoặc Gram âm kháng thuốc: ổ bụng, hô hấp, tiết niệu, da-mô mềm, huyết",Nhiễm khuẩn tiết niệu,N39.0,"Nhiễm trùng đường tiết niệu, vị trí không xác định",
54,"Cepemid 1,5g",VD-21658-14,Imipenem + cilastatin,"Nhiễm khuẩn nặng, đa vi khuẩn hoặc Gram âm kháng thuốc: ổ bụng, hô hấp, tiết niệu, da-mô mềm, huyết",Nhiễm khuẩn huyết,A41.9,"Nhiễm trùng hệ thống, không xác định",
54,"Cepemid 1,5g",VD-21658-14,Imipenem + cilastatin,"Nhiễm khuẩn nặng, đa vi khuẩn hoặc Gram âm kháng thuốc: ổ bụng, hô hấp, tiết niệu, da-mô mềm, huyết",Nhiễm khuẩn da và mô mềm,L08.9,"Nhiễm trùng khu trú ở da và/hoặc mô dưới da, không xác định",
55,Cerebrolysin,QLSP-845-15,Cerebrolysin concentrate,"Điều trị hỗ trợ trong đột quỵ thiếu máu, chấn thương sọ não hoặc suy giảm nhận thức theo chỉ định được phê duyệt",Suy giảm nhận thức,R41.8,Triệu chứng và dấu hiệu khác và/hoặc không xác định liên quan đến chức năng nhận thức và/hoặc nhận biết,
55,Cerebrolysin,QLSP-845-15,Cerebrolysin concentrate,"Điều trị hỗ trợ trong đột quỵ thiếu máu, chấn thương sọ não hoặc suy giảm nhận thức theo chỉ định được phê duyệt",Chấn thương sọ não,S09.9,Tổn thương không xác định ở đầu,
55,Cerebrolysin,QLSP-845-15,Cerebrolysin concentrate,"Điều trị hỗ trợ trong đột quỵ thiếu máu, chấn thương sọ não hoặc suy giảm nhận thức theo chỉ định được phê duyệt",Đột quỵ thiếu máu não,I63.9,"Nhồi máu não, không xác định",
56,Cerebrolysin 10ml,VN2-617-17,Cerebrolysin concentrate,"Điều trị hỗ trợ trong đột quỵ thiếu máu, chấn thương sọ não hoặc suy giảm nhận thức theo chỉ định được phê duyệt",Suy giảm nhận thức,R41.8,Triệu chứng và dấu hiệu khác và/hoặc không xác định liên quan đến chức năng nhận thức và/hoặc nhận biết,
56,Cerebrolysin 10ml,VN2-617-17,Cerebrolysin concentrate,"Điều trị hỗ trợ trong đột quỵ thiếu máu, chấn thương sọ não hoặc suy giảm nhận thức theo chỉ định được phê duyệt",Chấn thương sọ não,S09.9,Tổn thương không xác định ở đầu,
56,Cerebrolysin 10ml,VN2-617-17,Cerebrolysin concentrate,"Điều trị hỗ trợ trong đột quỵ thiếu máu, chấn thương sọ não hoặc suy giảm nhận thức theo chỉ định được phê duyệt",Đột quỵ thiếu máu não,I63.9,"Nhồi máu não, không xác định",
57,Cernevit,300110170600,Vitamin tổng hợp đường tiêm,Phòng và điều trị thiếu vitamin trong dinh dưỡng ngoài đường tiêu hóa,Thiếu vitamin,E56.9,"Thiếu vitamin, không xác định",
57,Cernevit,300110170600,Vitamin tổng hợp đường tiêm,Phòng và điều trị thiếu vitamin trong dinh dưỡng ngoài đường tiêu hóa,Suy dinh dưỡng,E46,Suy dinh dưỡng do thiếu protein - năng lượng không xác định,
58,Chiamin-A 5%,471110436923,Dung dịch acid amin chuỗi nhánh,"Bổ sung acid amin đường tĩnh mạch, đặc biệt khi không thể hoặc không đủ nuôi dưỡng đường tiêu hóa; một số công thức dùng cho bệnh gan",Suy dinh dưỡng hoặc không thể nuôi dưỡng đường tiêu hóa,E46,Suy dinh dưỡng do thiếu protein - năng lượng không xác định,
58,Chiamin-A 5%,471110436923,Dung dịch acid amin chuỗi nhánh,"Bổ sung acid amin đường tĩnh mạch, đặc biệt khi không thể hoặc không đủ nuôi dưỡng đường tiêu hóa; một số công thức dùng cho bệnh gan","Bệnh gan, không xác định",K76.9,"Bệnh của gan, không xác định",
